gpa,attendance,study_hours,math_score,science_score,english_score,assignment_score,sleep_hours,parental_education,extracurricular,result
1.71,65.56,7.03,78.52,79.75,60.88,88.01,7.62,1,1,1
1.81,53.87,5.99,72.25,89.47,48.69,80.35,4.17,3,0,1
1.47,63.59,1.46,53.63,30.61,90.28,84.17,8.41,0,0,0
1.2,79.56,9.24,48.25,41.93,66.76,85.54,4.78,2,0,0
2.41,37.6,5.63,80.31,62.97,94.62,52.9,9.26,0,1,1
3.35,86.68,5.23,81.9,89.54,74.45,62.95,9.69,1,0,1
3.25,53.39,2.48,52.9,97.56,31.11,63.13,8.17,0,0,1
1.29,79.37,4.27,91.34,71.64,93.94,33.49,7.2,0,0,0
2.8,76.78,3.83,48.82,44.85,90.02,69.86,7.61,0,0,1
1.63,77.42,3.21,34.89,42.92,74.47,79.01,6.57,2,0,0
3.84,74.53,6.17,71.99,74.76,67.43,70.82,4.5,2,1,1
1.67,97.34,5.12,37.49,44.7,61.7,80.95,9.57,1,1,1
2.95,68.04,9.39,49.37,68.72,63.75,33.92,5.98,3,1,1
2.11,82.6,9.91,65.5,88.44,83.85,82.11,5.88,1,1,1
3.0,80.85,2.69,50.05,57.29,65.92,40.61,5.15,2,0,1
2.35,50.36,1.5,45.05,56.49,42.32,90.76,9.95,2,0,0
3.33,53.41,8.35,79.22,32.53,34.07,43.37,9.66,2,1,1
1.85,62.56,10.45,68.29,47.79,38.83,61.9,6.1,3,1,1
3.74,53.05,9.14,88.78,78.87,47.6,61.54,5.56,3,0,1
2.6,58.84,0.74,70.69,55.23,55.74,45.16,8.83,2,0,1
3.32,60.41,3.01,63.84,41.08,92.47,52.13,6.54,3,0,1
3.58,74.25,0.93,48.29,37.4,46.74,38.92,9.81,2,0,0
4.0,49.29,8.71,85.44,36.65,52.37,67.76,9.41,1,1,1
1.83,87.28,6.31,43.78,76.14,45.61,93.48,8.56,3,0,1
2.0,63.44,5.64,46.96,72.88,68.2,48.75,4.54,0,1,0
1.9,80.91,6.04,88.91,66.3,73.2,63.1,8.21,1,1,1
1.94,40.29,3.02,81.88,65.02,67.25,89.64,9.92,0,1,1
2.83,65.55,6.52,72.9,40.72,96.63,58.94,6.24,3,0,1
3.98,36.83,0.81,32.72,65.04,99.68,87.34,9.29,3,0,1
3.97,78.93,6.96,38.91,34.2,88.62,58.48,6.45,3,0,1
2.67,57.34,7.84,65.0,94.81,86.37,58.02,9.83,0,0,1
2.99,96.7,7.23,82.24,34.06,55.62,36.79,7.92,1,0,0
3.61,56.07,3.82,62.49,59.65,70.58,34.37,4.58,1,0,1
3.81,71.65,8.76,31.21,30.04,54.6,70.86,6.87,0,0,1
1.77,51.73,7.66,42.9,85.03,84.9,87.05,4.3,2,1,1
2.68,75.31,1.78,71.21,41.63,42.03,35.16,6.37,0,0,0
3.53,65.36,2.45,78.6,94.74,45.17,93.26,9.49,2,0,1
2.05,59.09,6.87,32.34,33.08,32.71,51.92,5.39,2,1,1
2.43,48.24,3.39,33.03,87.46,72.63,56.89,9.7,2,0,0
3.96,42.25,1.69,48.29,75.96,78.2,92.08,4.6,3,0,1
3.96,42.79,2.05,35.85,47.48,30.24,92.22,7.99,3,0,1
3.74,99.94,2.16,67.94,44.17,65.76,64.36,9.79,1,0,1
3.44,61.8,5.28,38.66,55.04,56.38,45.76,7.92,2,1,1
1.95,35.13,6.57,75.38,87.99,85.47,37.9,9.39,3,1,1
2.1,96.94,2.26,84.41,90.34,32.72,45.37,9.95,3,0,1
2.73,36.3,7.62,97.94,42.27,33.4,83.55,7.85,2,1,1
2.77,62.21,3.31,96.39,54.74,73.41,49.34,8.69,0,1,1
2.62,81.64,3.62,49.14,46.62,71.41,77.09,4.19,1,1,1
2.98,94.45,2.73,32.06,38.58,88.18,39.64,6.56,3,1,0
2.34,81.34,8.35,53.06,75.25,71.46,60.89,5.73,0,0,1
3.3,65.14,10.1,79.59,54.21,96.46,51.41,8.95,2,0,1
2.13,98.34,5.42,34.19,45.78,52.01,62.77,8.07,2,0,1
2.13,37.56,0.92,55.18,90.62,57.85,67.75,7.69,0,0,0
1.56,99.15,3.11,50.86,82.38,98.44,99.32,9.59,1,1,1
1.73,90.21,2.08,45.35,84.16,37.53,92.49,4.53,3,0,1
3.58,95.38,8.93,79.43,32.74,85.71,77.19,9.72,2,0,1
2.45,51.56,1.35,76.14,94.06,30.81,36.53,4.6,3,1,0
1.84,44.26,10.16,67.48,70.23,64.06,93.93,6.08,1,0,0
3.33,78.12,6.39,93.75,65.27,40.74,91.94,7.78,3,1,1
2.75,68.53,5.68,37.22,30.74,71.92,91.5,6.05,2,0,1
1.26,69.01,8.97,40.48,92.84,85.87,60.93,8.1,3,0,1
2.09,95.1,0.78,56.84,68.07,32.31,37.8,8.65,1,0,1
1.7,75.31,8.27,75.91,87.76,41.46,81.58,8.97,1,1,1
3.04,55.22,1.67,70.89,75.89,53.98,54.14,5.08,0,0,1
1.97,61.0,8.91,35.18,85.77,47.91,50.84,5.09,0,0,0
1.38,43.68,5.79,97.09,78.51,56.83,54.31,4.31,0,1,1
1.35,47.5,1.11,51.35,94.47,96.63,66.93,6.95,0,1,0
2.83,44.32,8.83,55.13,45.78,37.08,50.01,4.83,1,1,1
1.26,87.67,0.77,73.65,44.15,59.63,76.74,5.91,3,1,1
3.58,80.82,1.88,96.16,79.88,62.0,73.58,9.04,1,1,1
1.64,69.47,8.48,76.39,65.1,49.62,63.16,9.69,3,1,1
2.9,59.33,5.15,96.83,71.94,49.5,29.05,8.93,3,1,1
2.45,78.45,9.31,43.13,79.6,80.03,95.24,4.0,3,0,1
2.44,87.84,6.85,73.32,68.32,73.25,55.88,7.41,2,0,1
1.4,92.28,6.74,88.02,85.14,86.9,58.71,5.0,3,0,1
3.45,70.56,3.42,65.63,52.32,58.36,59.2,6.25,1,1,1
3.7,88.29,1.84,55.35,90.13,72.47,52.38,6.57,2,1,1
1.23,68.23,10.11,98.93,37.54,92.55,75.59,9.66,3,0,1
1.7,65.84,1.55,39.87,74.38,89.59,26.04,7.8,0,0,0
3.73,91.25,5.79,58.77,92.31,94.4,90.51,5.61,0,0,1
2.74,60.11,3.23,91.14,47.69,48.83,32.68,7.86,0,1,0
1.62,60.73,3.14,93.03,52.88,98.98,99.98,9.71,2,1,1
1.77,54.82,6.45,98.63,51.38,87.15,72.11,4.35,1,1,1
3.05,68.72,8.48,91.94,69.5,85.64,29.97,8.9,1,1,1
3.23,70.42,8.27,33.57,58.9,76.73,67.18,5.3,3,1,1
2.88,77.93,9.19,95.08,37.56,98.83,49.85,4.92,0,0,1
3.87,62.98,3.43,59.97,92.39,60.91,96.48,9.39,0,1,1
2.58,49.16,5.16,75.61,44.33,81.91,81.66,4.01,1,0,1
2.04,91.34,0.59,57.6,67.39,78.92,63.03,8.45,3,1,1
2.54,57.49,7.97,86.96,71.64,81.25,57.23,4.52,2,0,1
2.21,94.99,3.52,70.31,32.85,82.6,99.69,7.71,2,1,0
1.83,48.48,6.11,89.19,36.7,43.35,75.05,7.73,2,0,1
1.33,71.4,2.19,43.56,98.02,54.43,63.54,9.18,1,0,0
2.19,69.88,8.69,42.95,76.52,57.46,54.85,8.94,1,0,0
3.19,88.86,8.67,60.83,32.35,82.36,49.34,8.11,3,1,1
1.25,44.03,9.27,30.33,85.59,80.14,77.91,6.28,2,1,1
2.43,94.15,0.96,78.5,65.6,88.34,69.09,5.0,2,0,1
3.0,69.54,10.42,50.72,35.26,85.2,88.61,7.81,0,1,1
2.91,73.1,2.98,69.01,77.65,71.72,66.52,6.98,2,1,1
3.37,68.16,3.59,34.9,64.95,39.8,68.67,4.47,1,1,1
3.47,37.34,2.99,41.95,44.34,74.48,60.8,9.73,1,1,1
3.19,67.31,3.18,73.6,91.44,92.09,82.2,5.89,2,0,1
1.49,52.13,6.03,51.4,50.4,75.02,56.12,4.01,1,1,0
2.53,57.27,2.9,45.03,49.92,92.69,88.9,9.41,2,0,1
2.89,77.19,4.44,46.02,49.09,99.93,49.53,7.46,0,0,1
1.89,67.35,7.06,45.04,83.72,55.14,76.95,8.4,0,0,0
1.32,41.06,8.86,73.6,79.43,80.63,91.97,4.92,2,0,0
1.83,39.75,7.43,41.74,93.22,67.8,82.68,6.43,3,0,0
2.47,47.07,6.44,55.39,46.05,61.85,50.7,7.87,3,1,1
2.36,47.41,1.98,78.15,85.05,46.79,77.98,5.51,1,0,1
1.69,74.54,8.66,65.96,70.11,47.21,40.52,8.21,3,1,1
3.51,46.56,0.87,71.81,51.61,42.95,29.36,5.4,1,1,1
3.79,92.31,3.14,47.56,32.48,74.2,84.35,5.25,3,0,1
1.76,48.63,1.07,95.29,87.33,39.94,85.6,4.07,1,0,0
3.8,40.92,7.17,58.97,46.87,60.2,26.72,5.69,0,1,1
1.25,91.92,4.18,50.09,74.22,66.63,96.08,5.48,0,1,1
3.79,54.2,7.02,93.3,68.42,60.68,58.44,8.59,3,1,1
3.87,62.65,3.97,75.87,30.31,89.85,92.9,7.42,2,1,1
1.23,97.34,5.06,72.98,99.6,61.02,84.11,5.07,0,1,1
3.34,96.38,5.08,92.07,87.0,35.8,92.55,7.41,3,0,1
3.92,81.47,0.96,34.1,64.05,99.45,87.5,5.35,0,1,1
3.74,39.48,4.8,88.64,77.62,89.15,98.05,6.55,1,1,1
3.92,73.57,6.91,77.45,63.36,76.2,72.18,9.33,2,1,1
2.74,99.29,5.96,55.2,82.12,82.94,42.04,8.32,0,0,1
1.42,96.55,1.25,47.94,39.4,38.97,54.22,7.91,3,1,0
3.58,41.89,7.18,37.34,61.24,83.61,81.39,5.69,2,1,1
2.92,60.74,3.59,95.88,53.49,44.54,36.77,4.75,3,0,1
2.92,55.51,0.64,39.93,62.18,64.23,94.74,8.52,3,1,1
2.37,43.43,2.06,48.16,61.53,42.46,40.4,7.41,3,1,0
2.8,80.16,5.48,78.38,40.02,82.76,90.7,7.74,0,0,1
1.63,52.8,3.6,79.71,98.35,47.22,61.28,9.85,0,1,0
3.27,57.42,7.44,41.25,31.08,47.72,88.05,6.09,0,1,1
1.41,40.87,2.91,86.99,30.71,37.65,96.87,8.8,0,1,0
3.24,67.37,8.23,65.72,56.14,80.44,56.66,7.35,2,0,1
3.58,45.28,3.36,89.39,73.43,50.71,77.25,5.41,0,1,1
2.52,63.09,6.71,36.11,42.58,66.28,42.0,4.32,1,1,1
2.63,44.32,8.49,33.0,67.32,53.26,85.06,7.7,2,1,0
2.07,97.0,4.36,74.59,80.59,84.23,86.49,5.79,2,1,1
3.91,44.42,0.97,40.5,36.58,45.85,47.14,8.17,1,0,0
3.25,68.92,5.85,66.75,98.91,95.86,26.81,8.2,0,0,1
2.23,47.8,10.45,30.99,53.57,52.49,57.34,6.73,0,0,1
1.69,39.96,10.19,84.6,74.97,37.27,37.75,7.22,3,1,1
1.81,48.15,2.71,92.97,37.75,46.82,86.39,7.76,1,0,0
2.5,38.56,8.06,88.72,79.66,35.18,44.58,6.81,2,1,1
3.84,44.06,3.95,97.08,88.83,62.81,95.78,9.26,2,1,1
3.26,67.08,2.1,93.22,37.37,47.52,97.89,4.46,1,1,0
1.8,77.37,7.16,61.08,38.81,92.02,93.16,9.88,2,1,1
3.61,40.68,5.51,57.88,49.67,66.2,69.97,4.2,1,1,1
2.26,63.67,5.89,92.73,30.84,46.34,45.06,5.25,1,0,1
3.58,72.78,8.77,94.89,99.02,61.59,85.54,8.25,3,1,1
1.88,50.22,3.87,98.1,71.89,43.72,77.62,4.51,1,0,0
2.93,59.19,7.17,83.78,72.53,42.51,98.29,5.57,2,1,1
3.79,39.67,4.16,44.14,97.13,51.05,53.29,4.92,2,1,1
1.92,49.31,0.93,96.15,88.24,37.58,29.41,8.34,0,0,0
3.14,65.34,4.28,96.3,87.0,43.21,99.88,7.47,2,0,1
3.96,99.38,10.0,76.63,53.77,95.66,87.87,4.39,3,1,1
1.62,99.76,5.33,90.01,53.44,76.68,41.61,6.76,1,0,1
1.45,98.68,1.58,69.28,50.42,94.48,79.42,5.25,3,0,1
3.09,62.5,7.38,96.09,54.27,47.98,25.05,9.81,0,0,1
2.15,40.24,10.13,36.58,55.87,89.99,66.84,4.65,0,0,1
1.4,56.03,9.58,90.48,39.8,55.36,52.21,7.59,3,1,1
2.53,50.45,6.22,33.89,54.92,40.09,53.6,6.89,3,1,0
3.31,35.92,4.26,53.74,61.27,86.33,43.34,7.47,3,1,1
2.0,41.19,6.31,39.47,51.65,34.18,45.61,9.74,2,0,0
2.14,64.46,8.66,63.54,41.57,58.34,59.1,6.05,0,1,1
3.57,57.08,9.11,46.26,56.14,87.35,43.61,8.49,1,0,1
2.66,46.72,8.69,96.65,63.66,73.2,59.98,6.68,2,0,1
